SURVEY_NUMBER,STATION_NUMBER,OBSERVATION_NUMBER,LONGITUDE,LATITUDE,GEOID_GROUND_ELEVATION,ELLIPSOID_GROUND_HEIGHT,GEOID_ELLIPSOID_SEPARATION,OBSERVED_GRAVITY,GEOID_GRAVITY_METER_HEIGHT,ELLIPSOID_HGT_OF_GRAVITY_METER,TERRAIN_CORRECTION,TERR_CORR_DENSITY_USED,ELLIPSOID_FREEAIR_ANOMALY,SPHERICAL_CAP_BOUGUER_ANOMALY,GEOIDAL_FREEAIR_ANOMALY,INFINITE_SLAB_BOUGUER_ANOMALY,ACCURACY_OF_LOCATION,ACCURACY_OF_GEOID_GND_ELEV,ACCURACY_OF_ELLIPSOID_GND_HGT,ACCURACY_OF_G_E_SEPARATION,ACCURACY_OF_OBSERVED_GRAVITY,ERROR_OF_GEOID_METER_HGT,ERROR_OF_ELLIPSOID_METER_HGT,ERROR_IN_TERRAIN_CORRECTION,ESTIMATE_OF_STN_RELIABILITY,GRIDDING_FLAG,METHOD_OF_LOCATION_ACCURACY,METHOD_OF_GEOID_GND_ELEV_ACC,METHOD_OF_ELLIPSOID_GNDHGT_ACC,METHOD_OF_G_E_SEPARATION_ACC,METHOD_OF_OBSERVED_GRAV_ACC,METHOD_OF_GEOID_METERHGT_ERROR,METHOD_OF_ELLIPS_METER_HGT_ERR,METHOD_OF_TERR_CORR_ERROR,STATION_NAME,STATION_TYPE,GEOID_GND_ELEV_TYPE,GEODETIC_DATUM,GEOID_GND_ELEV_DATUM,ELLIPSOID_GND_HGT_DATUM,OBSERVED_GRAVITY_DATUM,LOCATION_UNITS,UNITS_OF_GEOID_GND_ELEV,UNITS_OF_ELLIPSOID_GROUND_HGT,UNITS_OF_G_E_SEPARATION,UNITS_OF_OBSERVED_GRAVITY,UNITS_OF_GEOID_METER_HGT,UNITS_OF_ELLIPSOID_METER_HGT,UNITS_OF_TERRAIN_CORRECTION,UNITS_OF_LOCATION_ACCURACY,UNITS_OF_GEOID_GND_ELEV_ACC,UNITS_OF_ELLIPSOID_GND_HGT_ACC,UNITS_OF_G_E_SEPARATION_ACC,UNITS_OF_OBSERVED_GRAV_ACC,UNITS_OF_GEOID_METER_HGT_ERROR,UNITS_OF_ELLIPS_METER_HGT_ERR,UNITS_OF_TERR_CORR_ERROR,METHOD_OF_LOCATION,METHOD_OF_GEOID_GND_ELEV,METHOD_OF_ELLIPSOID_GND_HGT,METHOD_USED_IN_G_E_SEPARATION,METHOD_OF_GEOID_METER_HGT,METHOD_OF_ELLIPSOID_METER_HGT,METHOD_OF_TERRAIN_CORRECTION,GEOID_USED_IN_G_E_SEPARATION,ELLIPS_USED_IN_G_E_SEPARATION,GRAVITY_METER_MAKE,GRAVITY_METER_SERIAL_NUMBER,OBSERVATION_DATE,PROCESSING_DATE,COMMENTS
196955,1969550627.0,5988389,136.340149,-30.918051,145.69,148.414,2.724,9793474.4,145.69,148.414,0.06,2.67,-32.23,-200.5,-40.65,-203.68,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550631.0,4643137,136.317988,-30.798551,123.72,126.581,2.861,9793462.8,123.72,126.581,0.05,2.67,-16.15,-159.68,-25.01,-163.45,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550632.0,4643138,136.345818,-30.870721,138.07,140.89,2.82,9793466.1,138.07,140.89,0.04,2.67,-26.08,-185.82,-34.8,-189.3,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550633.0,4643139,136.409648,-30.86805,134.84,137.822,2.982,9793475.7,134.84,137.822,0.04,2.67,-23.81,-180.08,-33.04,-183.92,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550634.0,4643140,136.404148,-30.92638,151.88,154.751,2.871,9793453.99,151.88,154.751,0.08,2.67,-39.72,-215.18,-48.59,-218.55,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550635.0,4643141,136.406819,-30.968051,162.09,164.906,2.816,9793494.11,162.09,164.906,0.14,2.67,-1.47,-188.43,-10.16,-191.54,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550636.0,4643142,136.473488,-30.95972,142.62,145.608,2.988,9793504.72,142.62,145.608,0.07,2.67,-43.77,-208.86,-53.0,-212.59,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550637.0,4643143,136.467987,-30.90972,139.32,142.367,3.047,9793486.81,139.32,142.367,0.06,2.67,-31.85,-193.27,-41.27,-197.17,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550638.0,4643144,136.473487,-30.862379,125.18,128.32,3.14,9793471.9,125.18,128.32,0.07,2.67,-52.42,-197.92,-62.14,-202.22,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550639.0,5409806,136.467986,-30.795719,105.16,108.402,3.242,9793469.3,105.16,108.402,0.05,2.67,-63.49,-186.41,-73.54,-191.21,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
