DRILLHOLE_NO,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,MAJOR_LITHOLOGY,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,DH_NAME,drill_date,dist_od_km
147456,3.0,33.0,N-hu----02,Umberatana Group unit 2,Sandstone,Adelaidean,False,False,False,PACMINEX EX 15,1973-10-09,208.0
147456,33.0,34.1,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 15,1973-10-09,208.0
147457,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 16,1973-10-10,206.4
147457,3.0,34.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 16,1973-10-10,206.4
147457,34.0,64.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 16,1973-10-10,206.4
147457,64.0,68.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 16,1973-10-10,206.4
147458,0.0,3.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 17,1973-10-10,208.1
147458,3.0,9.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 17,1973-10-10,208.1
147458,9.0,18.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 17,1973-10-10,208.1
147458,18.0,64.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 17,1973-10-10,208.1
147458,64.0,76.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 17,1973-10-10,208.1
147458,76.0,79.2,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 17,1973-10-10,208.1
147459,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 18,1973-10-11,208.6
147459,6.0,25.5,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 18,1973-10-11,208.6
147459,25.5,71.6,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 18,1973-10-11,208.6
147459,71.6,74.7,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 18,1973-10-11,208.6
147465,0.0,7.5,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 24,1973-10-14,219.8
147465,7.5,81.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 24,1973-10-14,219.8
147465,81.0,88.0,M----p,Pandurra Formation,Siltstone,Mesoproterozoic,True,True,False,PACMINEX EX 24,1973-10-14,219.8
147465,88.0,97.5,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 24,1973-10-14,219.8
147466,0.0,30.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 25,1973-10-14,213.2
147466,30.0,43.0,N-hu----02,Umberatana Group unit 2,Sandstone,Adelaidean,False,False,False,PACMINEX EX 25,1973-10-14,213.2
147466,43.0,49.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 25,1973-10-14,213.2
147466,49.0,87.5,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 25,1973-10-14,213.2
147466,87.5,89.3,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 25,1973-10-14,213.2
147467,0.0,12.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 26,1973-10-15,213.3
147467,12.0,15.2,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 26,1973-10-15,213.3
147468,0.0,4.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 27,1973-10-15,213.3
147468,4.0,6.1,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 27,1973-10-15,213.3
147469,0.0,9.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 28,1973-10-15,213.1
147469,9.0,19.5,N-hu----02,Umberatana Group unit 2,Sandstone,Adelaidean,False,False,False,PACMINEX EX 28,1973-10-15,213.1
147469,19.5,21.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 28,1973-10-15,213.1
147470,0.0,10.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 29,1973-10-15,218.4
147470,10.5,45.7,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 29,1973-10-15,218.4
147471,0.0,15.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 30,1973-10-16,222.2
147471,15.0,24.4,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 30,1973-10-16,222.2
147473,0.0,6.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 36,1973-10-31,227.0
147473,6.0,37.2,N-hu----02,Umberatana Group unit 2,Sandstone,Adelaidean,False,False,False,PACMINEX EX 36,1973-10-31,227.0
147473,37.2,50.3,M-ta,Gawler Range Volcanics,Basalt,Mesoproterozoic,True,False,True,PACMINEX EX 36,1973-10-31,227.0
147477,0.0,9.14,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 62,1974-03-07,274.2
147477,9.14,33.53,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 62,1974-03-07,274.2
147477,33.53,35.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 62,1974-03-07,274.2
147480,0.0,6.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 66,1974-03-08,278.0
147480,6.0,27.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 66,1974-03-08,278.0
147480,27.0,30.48,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 66,1974-03-08,278.0
147484,0.0,4.0,aI,Tertiary-Pleistocene rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 95,1974-03-23,227.1
147484,4.0,10.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 95,1974-03-23,227.1
147484,10.0,32.5,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 95,1974-03-23,227.1
147484,32.5,35.0,M-ta,Gawler Range Volcanics,Rhyodacite,Mesoproterozoic,True,False,True,PACMINEX EX 95,1974-03-23,227.1
147486,0.0,1.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 98,1974-03-25,226.5
147486,1.0,53.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 98,1974-03-25,226.5
147486,53.0,54.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 98,1974-03-25,226.5
147487,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 99,1974-03-26,227.3
147487,3.0,57.5,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 99,1974-03-26,227.3
147487,57.5,64.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 99,1974-03-26,227.3
147488,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 102,1974-03-27,223.0
147488,6.0,15.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 102,1974-03-27,223.0
147491,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 106,1974-03-28,222.8
147491,3.0,9.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 106,1974-03-28,222.8
147491,9.0,18.0,M-ta,Gawler Range Volcanics,Rhyodacite,Mesoproterozoic,True,False,True,PACMINEX EX 106,1974-03-28,222.8
147492,0.0,10.0,aI,Tertiary-Pleistocene rocks,Sandstone,post-Cambrian cover,False,False,False,PACMINEX EX 107,1974-03-28,223.3
147492,10.0,33.0,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 107,1974-03-28,223.3
147493,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 109,1974-03-29,219.9
147493,3.0,77.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 109,1974-03-29,219.9
147494,0.0,2.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 110,1974-03-30,221.0
147494,2.0,4.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 110,1974-03-30,221.0
147494,4.0,72.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 110,1974-03-30,221.0
147495,0.0,9.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 113,1974-06-07,222.8
147495,9.0,16.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 113,1974-06-07,222.8
147495,16.0,20.7,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 113,1974-06-07,222.8
147496,0.0,6.0,aI,Tertiary-Pleistocene rocks,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 115,1974-06-08,222.1
147496,6.0,23.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 115,1974-06-08,222.1
147496,23.0,45.0,M-ta,Gawler Range Volcanics,Volcanics,Mesoproterozoic,True,False,True,PACMINEX EX 115,1974-06-08,222.1
147497,0.0,10.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 116,1974-06-10,218.4
147498,0.0,7.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 118,1974-06-11,219.0
147498,7.5,9.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 118,1974-06-11,219.0
147498,9.0,21.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 118,1974-06-11,219.0
147498,21.0,31.5,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 118,1974-06-11,219.0
147498,31.5,36.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 118,1974-06-11,219.0
147499,0.0,6.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 119,1974-06-11,210.5
147499,6.0,9.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 119,1974-06-11,210.5
147499,9.0,17.75,ap,Tertiary rocks,Sandstone,post-Cambrian cover,False,False,False,PACMINEX EX 119,1974-06-11,210.5
147499,17.75,18.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 119,1974-06-11,210.5
147502,0.0,15.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 122,1974-06-13,206.6
147502,15.0,27.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 122,1974-06-13,206.6
147502,27.0,28.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 122,1974-06-13,206.6
147505,0.0,9.0,aI,Tertiary-Pleistocene rocks,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 125,1974-06-14,196.2
147505,9.0,17.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 125,1974-06-14,196.2
147506,0.0,6.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 126,1974-06-14,194.2
147506,6.0,25.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 126,1974-06-14,194.2
147506,25.0,42.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 126,1974-06-14,194.2
147507,0.0,9.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 127,1974-06-24,193.1
147507,9.0,62.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 127,1974-06-24,193.1
147507,62.0,64.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 127,1974-06-24,193.1
147508,0.0,4.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 133,1974-06-28,189.0
147508,4.5,15.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 133,1974-06-28,189.0
147508,15.0,24.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 133,1974-06-28,189.0
147508,24.0,26.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 133,1974-06-28,189.0
147512,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 140,1974-07-10,177.0
147512,6.0,56.9,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 140,1974-07-10,177.0
147512,56.9,57.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 140,1974-07-10,177.0
147513,0.0,6.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 141,1974-07-11,181.2
147513,6.0,37.9,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 141,1974-07-11,181.2
147513,37.9,38.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 141,1974-07-11,181.2
147514,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 144,1974-07-13,185.2
147514,6.0,21.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 144,1974-07-13,185.2
147514,21.0,57.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 144,1974-07-13,185.2
147514,57.0,60.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 144,1974-07-13,185.2
147515,0.0,5.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 145,1974-07-13,176.0
147515,5.0,7.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 145,1974-07-13,176.0
147517,0.0,3.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 147,1974-07-13,172.7
147517,3.0,72.5,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 147,1974-07-13,172.7
147517,72.5,73.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 147,1974-07-13,172.7
147518,0.0,9.0,aI,Tertiary-Pleistocene rocks,Sandstone,post-Cambrian cover,False,False,False,PACMINEX EX 148,1974-07-13,173.9
147518,9.0,13.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 148,1974-07-13,173.9
147519,0.0,6.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 149,1974-07-15,175.1
147519,6.0,47.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 149,1974-07-15,175.1
147519,47.0,48.5,N-huntw,Woocalla Dolomite Member,Dolomite Rock,Adelaidean,False,False,False,PACMINEX EX 149,1974-07-15,175.1
147519,48.5,49.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 149,1974-07-15,175.1
147520,0.0,1.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 150,1974-07-15,181.2
147520,1.0,4.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 150,1974-07-15,181.2
147521,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 151,1974-07-15,184.1
147521,3.0,21.75,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 151,1974-07-15,184.1
147521,21.75,22.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 151,1974-07-15,184.1
147522,0.0,12.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 152,1974-07-16,186.4
147522,12.0,54.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 152,1974-07-16,186.4
147522,54.0,56.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 152,1974-07-16,186.4
147523,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 153,1974-07-16,182.8
147523,3.0,4.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 153,1974-07-16,182.8
147524,0.0,1.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 154,1974-07-16,181.7
147524,1.0,13.9,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 154,1974-07-16,181.7
147524,13.9,14.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 154,1974-07-16,181.7
147892,0.0,9.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 156,1974-07-17,195.5
147892,9.0,23.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 156,1974-07-17,195.5
148599,0.0,7.6,IH,Quaternary rocks,Colluvium,post-Cambrian cover,False,False,False,AU-U 1,1971-05-20,244.7
148599,7.6,8.5,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,AU-U 1,1971-05-20,244.7
148599,8.5,121.92,Y--t-r,Corunna Conglomerate,Quartzite,Palaeoproterozoic,True,False,True,AU-U 1,1971-05-20,244.7
148604,0.0,448.06,Y--t-r,Corunna Conglomerate,Sandstone,Palaeoproterozoic,True,False,True,AU-U 6,1972-09-10,247.2
166509,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 2A,1973-12-31,191.8
166509,4.6,56.4,AYm,Mulgathing Complex,Clay (Regolith),Archaean,True,False,True,KENELLA 2A,1973-12-31,191.8
166509,56.4,123.14,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 2A,1973-12-31,191.8
166510,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 3A,1973-12-31,191.6
166510,4.6,44.2,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 3A,1973-12-31,191.6
166511,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 5A,1973-12-31,191.8
166511,4.6,106.68,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 5A,1973-12-31,191.8
166512,0.0,6.1,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 7A,1973-12-31,191.9
166512,6.1,96.62,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 7A,1973-12-31,191.9
166513,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 8A,1973-12-31,192.0
166513,4.6,48.16,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 8A,1973-12-31,192.0
177989,0.0,9.0,N-xcaw,Wywyana Formation,Schist,Adelaidean,False,False,False,YX 11,1973-04-12,233.1
177989,9.0,132.0,N-xcap,Paralana Quartzite,Quartzite,Adelaidean,False,False,False,YX 11,1973-04-12,233.1
177989,132.0,150.88,M--e-f,Freeling Heights Quartzite,Quartzite,Mesoproterozoic,True,False,True,YX 11,1973-04-12,233.1
181359,0.0,1.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PDH 9,1974-12-31,226.8
181359,1.0,38.0,N-xcaw,Wywyana Formation,Marble,Adelaidean,False,False,False,PDH 9,1974-12-31,226.8
181359,38.0,64.0,N-xcap,Paralana Quartzite,Quartzite,Adelaidean,False,False,False,PDH 9,1974-12-31,226.8
181359,64.0,72.0,M-no-n,Mount Neill Granite,Porphyry,Mesoproterozoic,True,False,True,PDH 9,1974-12-31,226.8
184730,0.0,3.0,H---e,Holocene aeolian sediments,Sand,post-Cambrian cover,False,False,False,GY 1,1975-02-26,114.8
184730,3.0,16.3,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,GY 1,1975-02-26,114.8
184730,16.3,28.2,N-huntw,Woocalla Dolomite Member,Shale,Adelaidean,False,False,False,GY 1,1975-02-26,114.8
184730,28.2,32.7,N-,Neoproterozoic rocks,Sandstone,Adelaidean,False,False,False,GY 1,1975-02-26,114.8
184730,32.7,37.7,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,GY 1,1975-02-26,114.8
256313,0.0,23.8,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,LY 2,1974-03-01,114.6
256313,23.8,29.4,N-hueh,Whyalla Sandstone,,Adelaidean,False,False,False,LY 2,1974-03-01,114.6
256313,29.4,667.4,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,LY 2,1974-03-01,114.6
256314,0.0,24.75,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,LY 3,1974-03-07,113.4
256314,24.75,29.5,N-huntw,Woocalla Dolomite Member,,Adelaidean,False,False,False,LY 3,1974-03-07,113.4
256314,29.5,60.45,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,LY 3,1974-03-07,113.4
256314,60.45,222.85,N----g,Gairdner Dolerite,,Adelaidean,False,False,False,LY 3,1974-03-07,113.4
256314,222.85,225.55,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,LY 3,1974-03-07,113.4
256314,225.55,246.4,N----g,Gairdner Dolerite,,Adelaidean,False,False,False,LY 3,1974-03-07,113.4
