DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
140797,LHDH 8,136.1626599,-28.6009393,1973-06-10,Chevron Exploration Corporation.,False,216.3,Mines & Energy SA,1994-03-18,False,108.0,112.8,N-,Neoproterozoic rocks,Adelaidean,False,False,False,Quartzite,,Pale green fine gr. flaggy quartzite,reduced,green,,
140798,LHDH 9,136.2787899,-28.6477273,1973-06-12,Chevron Exploration Corporation.,False,207.9,Mines & Energy SA,1994-03-18,False,0.0,71.6,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,Grey shale and siltstone with some silty clay,reduced,grey,,
140798,LHDH 9,136.2787899,-28.6477273,1973-06-12,Chevron Exploration Corporation.,False,207.9,Mines & Energy SA,1994-03-18,False,71.6,148.7,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Gravel,"Fine-coarse gr. sand and sandstone with clay, gravel and conglomerate (qtz. and quartzite) near base",none,,,
140798,LHDH 9,136.2787899,-28.6477273,1973-06-12,Chevron Exploration Corporation.,False,207.9,Mines & Energy SA,1994-03-18,False,148.7,150.9,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sand,Gravel,"Med.-coarse gr. sand, gravel",none,,,
140799,LHDH 10,136.2778629,-28.6978273,1973-06-18,Chevron Exploration Corporation.,False,202.6,Mines & Energy SA,1994-03-18,False,0.0,1.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Silcrete,Carbonate cemented sand and silcrete,none,,,
140799,LHDH 10,136.2778629,-28.6978273,1973-06-18,Chevron Exploration Corporation.,False,202.6,Mines & Energy SA,1994-03-18,False,1.5,38.1,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,Grey shale and siltstone,reduced,grey,,
140800,LHDH 10A,136.2752769,-28.6955933,1973-06-19,Chevron Exploration Corporation.,False,202.9,Mines & Energy SA,1994-03-18,False,0.0,3.3,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,Red brown sand and gravel with gypsum,oxidised,,,brown; red
140800,LHDH 10A,136.2752769,-28.6955933,1973-06-19,Chevron Exploration Corporation.,False,202.9,Mines & Energy SA,1994-03-18,False,3.3,54.9,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Clay (Undiff. Origin),"Grey to black, partly carbonaceous shale and clay",reduced,black; carbonaceous; grey,carbonaceous,
140800,LHDH 10A,136.2752769,-28.6955933,1973-06-19,Chevron Exploration Corporation.,False,202.9,Mines & Energy SA,1994-03-18,False,54.9,105.2,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Siltstone,"Med.-coarse gr. sand, siltstone, clay, gravel",none,,,
140800,LHDH 10A,136.2752769,-28.6955933,1973-06-19,Chevron Exploration Corporation.,False,202.9,Mines & Energy SA,1994-03-18,False,105.2,150.9,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sand,Gravel,"Med.-coarse gr. sand, gravel, siltstone",none,,,
140801,LHDH 11,136.3434349,-28.7427653,1973-06-22,Chevron Exploration Corporation.,False,196.0,Mines & Energy SA,1994-03-18,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,,none,,,
140801,LHDH 11,136.3434349,-28.7427653,1973-06-22,Chevron Exploration Corporation.,False,196.0,Mines & Energy SA,1994-03-18,False,3.0,120.4,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Siltstone,Shale,Interbedded siltstone and shale,none,,,
140801,LHDH 11,136.3434349,-28.7427653,1973-06-22,Chevron Exploration Corporation.,False,196.0,Mines & Energy SA,1994-03-18,False,120.4,138.7,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Shale,"Fine-coarse gr. sand, shale, siltstone",none,,,
140802,LHDH 12,136.4054999,-28.5977373,1973-06-26,Chevron Exploration Corporation.,False,210.2,Mines & Energy SA,1994-03-18,False,0.0,18.3,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,"Grey shale, siltstone, fine gr., silty limestone",reduced,grey,,
140802,LHDH 12,136.4054999,-28.5977373,1973-06-26,Chevron Exploration Corporation.,False,210.2,Mines & Energy SA,1994-03-18,False,18.3,62.5,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,,"Fine gr., well sorted, clayey, ?arkosic sand",none,,,
140802,LHDH 12,136.4054999,-28.5977373,1973-06-26,Chevron Exploration Corporation.,False,210.2,Mines & Energy SA,1994-03-18,False,62.5,137.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Shale,"Clay, shale with calcareous bands, siltstone, fine gr. sand",none,,,
140803,LHDH 4,136.1087809,-28.4854113,1973-06-02,Chevron Exploration Corporation.,False,230.1,Mines & Energy SA,1994-03-18,False,0.0,4.9,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Soil,Alluvial gravel and soil,none,,,
140803,LHDH 4,136.1087809,-28.4854113,1973-06-02,Chevron Exploration Corporation.,False,230.1,Mines & Energy SA,1994-03-18,False,4.9,57.9,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,"Shale, shaley siltstone, claystone",none,,,
140803,LHDH 4,136.1087809,-28.4854113,1973-06-02,Chevron Exploration Corporation.,False,230.1,Mines & Energy SA,1994-03-18,False,57.9,118.6,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),Fine-coarse gr. clayey sand and fine gr. grit with calcareous and kaolinite cemented horizons,none,,,
140803,LHDH 4,136.1087809,-28.4854113,1973-06-02,Chevron Exploration Corporation.,False,230.1,Mines & Energy SA,1994-03-18,False,118.6,125.4,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sand,,"More compacted, fine-coarse gr. sand",none,,,
140804,LHDH 14,136.1902049,-28.4585463,1973-07-01,Chevron Exploration Corporation.,False,230.5,Mines & Energy SA,1994-03-18,False,0.0,1.8,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,,,none,,,
140804,LHDH 14,136.1902049,-28.4585463,1973-07-01,Chevron Exploration Corporation.,False,230.5,Mines & Energy SA,1994-03-18,False,1.8,77.7,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Siltstone,Shale,"Interbedded grey siltstone and shale, fine gr. sand",reduced,grey,,
140804,LHDH 14,136.1902049,-28.4585463,1973-07-01,Chevron Exploration Corporation.,False,230.5,Mines & Energy SA,1994-03-18,False,77.7,80.8,N-,Neoproterozoic rocks,Adelaidean,False,False,False,Quartzite,Sandstone,"Fine gr. quartzite, med.-coarse gr. sandstone",none,,,
140835,SDA 10,135.769374,-28.6860323,1974-04-01,Shell Development (Australia) Pty Ltd.,False,223.1,Mines & Energy SA,1994-03-02,False,0.0,1.52,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Sand,"Poorly sorted, gypseous, strongly calcareous, sandy clay",none,,,
140835,SDA 10,135.769374,-28.6860323,1974-04-01,Shell Development (Australia) Pty Ltd.,False,223.1,Mines & Energy SA,1994-03-02,False,1.52,27.43,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,,"Green and grey, partly sericitic, ferruginous and calcareous mudstone, with gypsum near top",mixed,green; grey,,ferruginous
140835,SDA 10,135.769374,-28.6860323,1974-04-01,Shell Development (Australia) Pty Ltd.,False,223.1,Mines & Energy SA,1994-03-02,False,27.43,77.72,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Mudstone,"Fine-coarse gr., well sorted, mod.-well rounded, partly feldspathic qtz. sand, silty mudstone",none,,,
140835,SDA 10,135.769374,-28.6860323,1974-04-01,Shell Development (Australia) Pty Ltd.,False,223.1,Mines & Energy SA,1994-03-02,False,77.72,94.49,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sand,Gravel,"Very fine-coarse gr., poorly-well sorted, mod.-well rounded, partly feldspathic sand, qtz. ang.-subang. gravel",none,,,
140835,SDA 10,135.769374,-28.6860323,1974-04-01,Shell Development (Australia) Pty Ltd.,False,223.1,Mines & Energy SA,1994-03-02,False,94.49,227.0,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,Mudstone,Sand,"Partly silty, sericitic and carbonaceous mudstone, fine gr. sand, coal",reduced,carbonaceous,carbonaceous,
140836,SDA 11,135.791592,-28.5790813,1974-04-01,Shell Development (Australia) Pty Ltd.,False,232.6,Mines & Energy SA,1994-03-03,False,0.0,4.57,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,Siltstone,"Partly kaolinitic, ferruginous and gypseous mudstone, siltstone",oxidised,,,ferruginous
140836,SDA 11,135.791592,-28.5790813,1974-04-01,Shell Development (Australia) Pty Ltd.,False,232.6,Mines & Energy SA,1994-03-03,False,4.57,65.53,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Silt,"Very fine gr. to gritty, poorly-well sorted, ang.-rounded, partly feldspathic and lithic sand, silt",none,,,
140836,SDA 11,135.791592,-28.5790813,1974-04-01,Shell Development (Australia) Pty Ltd.,False,232.6,Mines & Energy SA,1994-03-03,False,65.53,211.84,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,Mudstone,Sand,"Dark green mudstone, siltstone, very fine gr. sand",reduced,dark; green,,
140837,SDA 12,135.781864,-28.3776893,1974-04-01,Shell Development (Australia) Pty Ltd.,False,253.2,Mines & Energy SA,1994-03-03,False,0.0,56.39,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Fine-v. coarse gr., partly feldspathic and lithic, mod. sorted, subang.-rounded sand, partly silty clay",none,,,
140837,SDA 12,135.781864,-28.3776893,1974-04-01,Shell Development (Australia) Pty Ltd.,False,253.2,Mines & Energy SA,1994-03-03,False,56.39,156.97,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,Mudstone,,Partly silty and sericitic dark green mudstone,reduced,dark; green,,
140839,SDA 14,135.69576,-28.2151923,1974-04-01,Shell Development (Australia) Pty Ltd.,False,273.1,Mines & Energy SA,1994-03-03,False,0.0,4.57,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Gypsum Rock,"Fine gr., calcareous, poorly sorted, angular, qtz. sand, silicified and ferruginized, with gypsum and limestone",none,,,
140839,SDA 14,135.69576,-28.2151923,1974-04-01,Shell Development (Australia) Pty Ltd.,False,273.1,Mines & Energy SA,1994-03-03,False,4.57,21.34,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,,"Partly silty, calcareous and sericitic mudstone, fine-med. gr. sand",none,,,
140839,SDA 14,135.69576,-28.2151923,1974-04-01,Shell Development (Australia) Pty Ltd.,False,273.1,Mines & Energy SA,1994-03-03,False,21.34,73.15,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Mudstone,"Fine-v. coarse gr., well-mod. rounded, well-mod. sorted sand, mudstone and silt",none,,,
140839,SDA 14,135.69576,-28.2151923,1974-04-01,Shell Development (Australia) Pty Ltd.,False,273.1,Mines & Energy SA,1994-03-03,False,73.15,193.55,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,Mudstone,Sand,"Partly silty and sericitic dark green mudstone, very fine-coarse gr., partly feldspathic sand",reduced,dark; green,,
140851,URN 1,135.860457,-28.0954653,1974-01-01,Uranerz (Australia) Pty Ltd.,False,279.2,Mines & Energy SA,1994-03-04,False,0.0,61.57,N-xc,Callanna Group,Adelaidean,False,False,False,Mafic Extrusive,Sedimentary Rock,Very weathered basic over 2m of sediments,none,,,
140851,URN 1,135.860457,-28.0954653,1974-01-01,Uranerz (Australia) Pty Ltd.,False,279.2,Mines & Energy SA,1994-03-04,False,61.57,63.55,Y-he,Peake Metamorphics,Palaeoproterozoic,True,False,True,,,"Logged as """"basement""""",none,,,
140852,URN 2,135.841727,-28.0427763,1974-01-01,Uranerz (Australia) Pty Ltd.,False,285.3,Mines & Energy SA,1994-03-04,False,0.0,8.37,Y--j-w,Wirriecurrie Granite,Palaeoproterozoic,True,False,True,Granite,,"Coarse gr., pink granite",none,,,
141080,UT/001-01,134.790355,-29.7640823,1972-07-19,,False,215.3,,2009-03-31,False,0.0,5.8,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141080,UT/001-01,134.790355,-29.7640823,1972-07-19,,False,215.3,,2009-03-31,False,5.8,18.3,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141080,UT/001-01,134.790355,-29.7640823,1972-07-19,,False,215.3,,2009-03-31,False,18.3,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141081,UT/001-03,134.794708,-29.7437373,1972-07-22,,False,215.7,,2009-03-31,False,0.0,6.7,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141081,UT/001-03,134.794708,-29.7437373,1972-07-22,,False,215.7,,2009-03-31,False,6.7,10.7,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141081,UT/001-03,134.794708,-29.7437373,1972-07-22,,False,215.7,,2009-03-31,False,10.7,24.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141081,UT/001-03,134.794708,-29.7437373,1972-07-22,,False,215.7,,2009-03-31,False,24.2,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141083,UT/001-07,134.806098,-29.6930543,1972-07-26,,False,216.8,,2009-03-31,False,0.0,3.4,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141083,UT/001-07,134.806098,-29.6930543,1972-07-26,,False,216.8,,2009-03-31,False,3.4,39.3,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141083,UT/001-07,134.806098,-29.6930543,1972-07-26,,False,216.8,,2009-03-31,False,39.3,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141084,UT/002-12,134.754033,-29.6933093,1972-08-07,,False,221.5,,2009-03-31,False,0.0,4.9,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141084,UT/002-12,134.754033,-29.6933093,1972-08-07,,False,221.5,,2009-03-31,False,4.9,34.8,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141084,UT/002-12,134.754033,-29.6933093,1972-08-07,,False,221.5,,2009-03-31,False,34.8,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141085,UT/3 16,134.6144651,-29.4909123,1972-08-22,,False,243.1,,2009-03-31,False,0.0,11.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141085,UT/3 16,134.6144651,-29.4909123,1972-08-22,,False,243.1,,2009-03-31,False,11.0,21.7,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141085,UT/3 16,134.6144651,-29.4909123,1972-08-22,,False,243.1,,2009-03-31,False,21.7,64.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141085,UT/3 16,134.6144651,-29.4909123,1972-08-22,,False,243.1,,2009-03-31,False,64.2,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141086,UT/3 18A,134.6077331,-29.4781963,1972-09-15,,False,244.3,,2009-03-31,False,0.0,3.4,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141086,UT/3 18A,134.6077331,-29.4781963,1972-09-15,,False,244.3,,2009-03-31,False,3.4,9.5,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141086,UT/3 18A,134.6077331,-29.4781963,1972-09-15,,False,244.3,,2009-03-31,False,9.5,49.7,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141086,UT/3 18A,134.6077331,-29.4781963,1972-09-15,,False,244.3,,2009-03-31,False,49.7,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141087,UT/6 43,134.836451,-29.6788973,1972-10-20,,False,214.8,,2009-03-31,False,0.0,3.7,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141087,UT/6 43,134.836451,-29.6788973,1972-10-20,,False,214.8,,2009-03-31,False,3.7,39.7,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141087,UT/6 43,134.836451,-29.6788973,1972-10-20,,False,214.8,,2009-03-31,False,39.7,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141088,UT/6 45,134.833143,-29.6731613,1972-11-09,,False,215.3,,2009-03-31,False,0.0,3.1,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141088,UT/6 45,134.833143,-29.6731613,1972-11-09,,False,215.3,,2009-03-31,False,3.1,40.6,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141088,UT/6 45,134.833143,-29.6731613,1972-11-09,,False,215.3,,2009-03-31,False,40.6,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141099,UT/S 12,134.990067,-29.7513523,1973-07-08,,False,197.9,,2009-03-31,False,0.0,3.1,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141099,UT/S 12,134.990067,-29.7513523,1973-07-08,,False,197.9,,2009-03-31,False,3.1,12.2,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141099,UT/S 12,134.990067,-29.7513523,1973-07-08,,False,197.9,,2009-03-31,False,12.2,50.3,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141099,UT/S 12,134.990067,-29.7513523,1973-07-08,,False,197.9,,2009-03-31,False,50.3,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141100,UT/S 14,134.995234,-29.8048053,1973-07-09,,False,195.2,,2009-03-31,False,0.0,1.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141100,UT/S 14,134.995234,-29.8048053,1973-07-09,,False,195.2,,2009-03-31,False,1.0,7.6,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141100,UT/S 14,134.995234,-29.8048053,1973-07-09,,False,195.2,,2009-03-31,False,7.6,42.7,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141100,UT/S 14,134.995234,-29.8048053,1973-07-09,,False,195.2,,2009-03-31,False,42.7,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141101,UT/S 19,135.017559,-29.8303713,1973-09-14,,False,192.2,,2009-03-31,False,0.0,1.5,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141101,UT/S 19,135.017559,-29.8303713,1973-09-14,,False,192.2,,2009-03-31,False,1.5,7.6,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141101,UT/S 19,135.017559,-29.8303713,1973-09-14,,False,192.2,,2009-03-31,False,7.6,41.8,JK,Jurassic-Cretaceous rocks,post-Cambrian cover,False,False,False,,,,none,,,
141101,UT/S 19,135.017559,-29.8303713,1973-09-14,,False,192.2,,2009-03-31,False,41.8,61.0,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141212,UT/001-04,134.797133,-29.7320733,1972-07-23,,False,216.0,,2009-03-31,False,0.0,4.6,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141212,UT/001-04,134.797133,-29.7320733,1972-07-23,,False,216.0,,2009-03-31,False,4.6,19.8,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141212,UT/001-04,134.797133,-29.7320733,1972-07-23,,False,216.0,,2009-03-31,False,19.8,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141213,UT/001-06,134.802755,-29.7074793,1972-07-25,,False,216.5,,2009-03-31,False,0.0,2.4,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141213,UT/001-06,134.802755,-29.7074793,1972-07-25,,False,216.5,,2009-03-31,False,2.4,31.4,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141213,UT/001-06,134.802755,-29.7074793,1972-07-25,,False,216.5,,2009-03-31,False,31.4,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141214,UT/002-11,134.736499,-29.7102073,1972-08-05,,False,222.3,,2009-03-31,False,0.0,5.8,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141214,UT/002-11,134.736499,-29.7102073,1972-08-05,,False,222.3,,2009-03-31,False,5.8,41.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141214,UT/002-11,134.736499,-29.7102073,1972-08-05,,False,222.3,,2009-03-31,False,41.2,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141215,UT/3 15,134.6161571,-29.4935983,1972-08-17,,False,242.8,,2009-03-31,False,0.0,6.4,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141215,UT/3 15,134.6161571,-29.4935983,1972-08-17,,False,242.8,,2009-03-31,False,6.4,15.9,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141215,UT/3 15,134.6161571,-29.4935983,1972-08-17,,False,242.8,,2009-03-31,False,15.9,50.9,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141215,UT/3 15,134.6161571,-29.4935983,1972-08-17,,False,242.8,,2009-03-31,False,50.9,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141216,UT/3 17,134.6123731,-29.4870623,1972-08-24,,False,243.4,,2009-03-31,False,0.0,7.3,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141216,UT/3 17,134.6123731,-29.4870623,1972-08-24,,False,243.4,,2009-03-31,False,7.3,16.8,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141216,UT/3 17,134.6123731,-29.4870623,1972-08-24,,False,243.4,,2009-03-31,False,16.8,51.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141216,UT/3 17,134.6123731,-29.4870623,1972-08-24,,False,243.4,,2009-03-31,False,51.2,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141217,UT/3 19,134.6055611,-29.4744523,1972-09-14,,False,244.7,,2009-03-31,False,0.0,6.7,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141217,UT/3 19,134.6055611,-29.4744523,1972-09-14,,False,244.7,,2009-03-31,False,6.7,48.8,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141217,UT/3 19,134.6055611,-29.4744523,1972-09-14,,False,244.7,,2009-03-31,False,48.8,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141218,UT/6 42,134.829648,-29.6668833,1972-10-20,,False,215.9,,2009-03-31,False,0.0,6.1,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141218,UT/6 42,134.829648,-29.6668833,1972-10-20,,False,215.9,,2009-03-31,False,6.1,39.7,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141218,UT/6 42,134.829648,-29.6668833,1972-10-20,,False,215.9,,2009-03-31,False,39.7,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141219,UT/6 44,134.844471,-29.6927613,1972-10-21,,False,213.4,,2009-03-31,False,0.0,8.2,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141219,UT/6 44,134.844471,-29.6927613,1972-10-21,,False,213.4,,2009-03-31,False,8.2,41.2,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141219,UT/6 44,134.844471,-29.6927613,1972-10-21,,False,213.4,,2009-03-31,False,41.2,,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,,,,none,,,
141229,UT/S 11,134.977751,-29.7804353,1973-07-06,,False,197.8,,2009-03-31,False,0.0,6.9,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141229,UT/S 11,134.977751,-29.7804353,1973-07-06,,False,197.8,,2009-03-31,False,6.9,38.7,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141229,UT/S 11,134.977751,-29.7804353,1973-07-06,,False,197.8,,2009-03-31,False,38.7,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141230,UT/S 13,134.950573,-29.7609443,1973-07-08,,False,201.0,,2009-03-31,False,0.0,5.2,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141230,UT/S 13,134.950573,-29.7609443,1973-07-08,,False,201.0,,2009-03-31,False,5.2,47.3,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141230,UT/S 13,134.950573,-29.7609443,1973-07-08,,False,201.0,,2009-03-31,False,47.3,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141231,UT/S 15,134.952757,-29.8021453,1973-07-09,,False,199.1,,2009-03-31,False,0.0,7.9,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141231,UT/S 15,134.952757,-29.8021453,1973-07-09,,False,199.1,,2009-03-31,False,7.9,10.1,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,,,,none,,,
141231,UT/S 15,134.952757,-29.8021453,1973-07-09,,False,199.1,,2009-03-31,False,10.1,43.9,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141231,UT/S 15,134.952757,-29.8021453,1973-07-09,,False,199.1,,2009-03-31,False,43.9,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
141232,UT/S 20,134.934279,-29.7346823,1973-09-15,,False,203.6,,2009-03-31,False,0.0,7.6,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,,,,none,,,
141232,UT/S 20,134.934279,-29.7346823,1973-09-15,,False,203.6,,2009-03-31,False,7.6,41.8,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,,,,none,,,
141232,UT/S 20,134.934279,-29.7346823,1973-09-15,,False,203.6,,2009-03-31,False,41.8,,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,,,,none,,,
