DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
174905,HK 4,138.7473494,-31.6836775,1969-12-31,Exoil NL.,False,224.7,Mines & Energy SA,1999-07-13,False,0.0,46.33,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Dolomite Rock,,Manganiferous & ferruginous dolomite under alluvium. Inferred Mernmerna Formation based on 1:250000 geological map.,oxidised,,,ferruginous
174906,HK 5,138.7389024,-31.6840695,1969-12-31,Exoil NL.,False,224.1,Mines & Energy SA,1999-07-13,False,0.0,48.46,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Shale,Dolomite Rock,Manganiferous & ferruginous dolomite & shale under alluvium. Inferred Mernmerna Formation based on 1:250000 geological map.,oxidised,,,ferruginous
174908,HK 6,138.7297584,-31.6870635,1969-12-31,Exoil NL.,False,223.6,Mines & Energy SA,1999-07-13,False,0.0,48.77,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Shale,,Manganiferous & ferruginous shale under alluvium. Inferred Mernmerna Formation based on 1:250000 geological map.,oxidised,,,ferruginous
174909,HK 7,138.7191024,-31.6914735,1969-12-31,Exoil NL.,False,223.1,Mines & Energy SA,1999-07-13,False,0.0,53.34,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Shale,,Manganiferous & ferruginous shale under alluvium. Inferred Mernmerna Formation based on 1:250000 geological map.,oxidised,,,ferruginous
174910,HK 8,138.7047044,-31.6978885,1969-12-31,Exoil NL.,False,222.5,Mines & Energy SA,1999-07-13,False,0.0,42.67,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Shale,Dolomite Rock,Manganiferous & ferruginous shale & dolomite. Inferred Mernmerna Formation based on 1:250000 geological map.,oxidised,,,ferruginous
174919,T 1,138.1198215,-30.8036444,1971-06-05,Carpentaria Exploration Co Pty Ltd.,False,124.7,Mines & Energy SA,1999-07-14,False,0.0,3.05,H---e,Holocene aeolian sediments,post-Cambrian cover,False,False,False,Sand,,"Red aeolian sand, minor white clay.",oxidised,,,red
174919,T 1,138.1198215,-30.8036444,1971-06-05,Carpentaria Exploration Co Pty Ltd.,False,124.7,Mines & Energy SA,1999-07-14,False,3.05,246.89,I---av,Avondale Clay,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Shale,"Mainly clay; white with weathered dolomite fragments to 40m, then brown becoming green with minor silt, sand & hard green shale.",mixed,green,,brown
174919,T 1,138.1198215,-30.8036444,1971-06-05,Carpentaria Exploration Co Pty Ltd.,False,124.7,Mines & Energy SA,1999-07-14,False,246.89,297.18,ap,Tertiary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, well rounded, common dark brown clay, minor to abundant lignite, fine grained & pale grey-white in bottom 8m.",mixed,dark; grey,,brown
174919,T 1,138.1198215,-30.8036444,1971-06-05,Carpentaria Exploration Co Pty Ltd.,False,124.7,Mines & Energy SA,1999-07-14,False,297.18,310.9,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,,"Quartzite, hard, white.",none,,,
174920,T 2A,138.1261765,-30.8112704,1971-06-16,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,0.0,42.67,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Undiff. Origin),"Dolomite, yellow-purple, common yellow & brown clay, becoming dominant with depth, increasing content of Mn-oxides, trace-2% malachite, quartz grains & barite from 28m.",oxidised,,,brown; purple
174920,T 2A,138.1261765,-30.8112704,1971-06-16,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,42.67,91.44,E-rh,Hawker Group,Cambrian,False,False,False,Sand,Clay (Undiff. Origin),"Clay in top 5m, common quartz & barite, then sand, quartz & barite grains, Mn-oxides & Mn cement, minor yellow limonitic clay.",oxidised,,,limonitic
174920,T 2A,138.1261765,-30.8112704,1971-06-16,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,91.44,94.49,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,,"Quartzite, white-pink, clean, some quartz sand.",none,,,
174921,T 4,138.1261895,-30.8108194,1971-07-27,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,0.0,45.72,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Undiff. Origin),"Dolomite, yellow-purple-fawn-pink, minor brown clay, minor Mn-oxides, some oolitic dolomite & trace malachite below 40m.",oxidised,,,brown; purple
174921,T 4,138.1261895,-30.8108194,1971-07-27,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,45.72,70.1,E-rh,Hawker Group,Cambrian,False,False,False,Clay (Undiff. Origin),Sand,"Clay, yellow-yellow/brown, sandy with grains of quartz & barite, minor Mn-oxides & chips of quartzite & dolomite, common trace malachite.",oxidised,,,brown
174921,T 4,138.1261895,-30.8108194,1971-07-27,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,70.1,76.2,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,Clay (Regolith),"Quartzite, white, with quartz sand & minor yellow clay.",none,,,
174922,T 5,138.1257285,-30.8122524,1971-08-03,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,0.0,30.48,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Undiff. Origin),"Dolomite, yellow-purple-brown-pink, minor brown clay, minor Mn-oxides, clay content increases in bottom 5m with some malachite.",oxidised,,,brown; purple
174922,T 5,138.1257285,-30.8122524,1971-08-03,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,30.48,79.25,E-rh,Hawker Group,Cambrian,False,False,False,Clay (Undiff. Origin),Sand,"Clay, yellow, some mauve-cream-pink below 60m, sandy with grains of quartz & barite, minor Mn-oxides & chips of quartzite & dolomite, common trace malachite.",none,,,
174922,T 5,138.1257285,-30.8122524,1971-08-03,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,79.25,82.3,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,Clay (Regolith),"Quartzite, white, with yellow clay.",none,,,
174923,T 6,138.1261385,-30.8125314,1971-08-11,Carpentaria Exploration Co Pty Ltd.,False,125.6,Mines & Energy SA,1999-07-15,False,0.0,33.53,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Undiff. Origin),"Dolomite, yellow-light brown-pink-white, manganiferous in part, common vein quartz in places, common brown-red/brown clay.",oxidised,,,brown; red
174923,T 6,138.1261385,-30.8125314,1971-08-11,Carpentaria Exploration Co Pty Ltd.,False,125.6,Mines & Energy SA,1999-07-15,False,33.53,86.87,E-rh,Hawker Group,Cambrian,False,False,False,Clay (Undiff. Origin),Sand,"Clay, brown, sandy with abundant Mn-oxides & minor quartz to 47m then mainly qiuartz grains & minor chert, grades to clayey white quartz sand in bottom 6m, common trace malachite.",oxidised,,,brown
174923,T 6,138.1261385,-30.8125314,1971-08-11,Carpentaria Exploration Co Pty Ltd.,False,125.6,Mines & Energy SA,1999-07-15,False,86.87,87.17,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,Clay (Regolith),"Quartzite, pink-white, minor clay.",none,,,
174924,T 7,138.1250275,-30.8112444,1971-08-16,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-07-15,False,0.0,4.57,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gypsum Rock,"Clay, brown, abundant gypsum, minor Mn-oxides, quartz sand & barite.",oxidised,,,brown
174924,T 7,138.1250275,-30.8112444,1971-08-16,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-07-15,False,4.57,35.05,N-hwp,Pound Subgroup,Adelaidean,False,False,False,Clay (Undiff. Origin),Sandstone,"Mainly clay, brown towards top becoming yellow with depth, with common fragments of weathered sandstone & siltstone, grading in places to weathered pink-white sandstone, with red/brown clay & shale towards bottom.",oxidised,,,brown; red
174924,T 7,138.1250275,-30.8112444,1971-08-16,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-07-15,False,35.05,45.72,N-hw-b,Bunyeroo Formation,Adelaidean,False,False,False,Shale,,"Shale, purple, minor barite.",oxidised,,,purple
174925,T 8,138.1256565,-30.8111684,1971-08-21,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,0.0,18.29,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,,"Dolomite, red & yellow, Mn-oxides to 15%, leached with trace malachite towards base.",oxidised,,,red
174925,T 8,138.1256565,-30.8111684,1971-08-21,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,18.29,41.15,E-rh,Hawker Group,Cambrian,False,False,False,Clay (Undiff. Origin),Grit,"Clay, brown, varying content of fragments of quartz, Mn-oxides, some barite towards bottom, massive ?vein quartz 21-24m, variable malachite to 5% towards top.",oxidised,,,brown
174925,T 8,138.1256565,-30.8111684,1971-08-21,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-07-15,False,41.15,48.77,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,,"Quartzite, white, with MN-oxides.",none,,,
174926,T 9,138.1414235,-30.8185514,1971-08-23,Carpentaria Exploration Co Pty Ltd.,False,127.2,Mines & Energy SA,1999-07-15,False,0.0,34.14,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Silt,"Sand, silt & silcrete, angular to subrounded quartz, sometimes frosted, more silty towards bottom, pale brown-pale red.",oxidised,,,brown; red
174926,T 9,138.1414235,-30.8185514,1971-08-23,Carpentaria Exploration Co Pty Ltd.,False,127.2,Mines & Energy SA,1999-07-15,False,34.14,41.15,E-rh-p,Parachilna Formation,Cambrian,False,False,False,Shale,,"Shale, clayey, pink.",none,,,
174926,T 9,138.1414235,-30.8185514,1971-08-23,Carpentaria Exploration Co Pty Ltd.,False,127.2,Mines & Energy SA,1999-07-15,False,41.15,44.2,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Quartzite,Shale,"Quartzite, white, fine grained, some pink & grey shale fragments.",reduced,grey,,
174927,T 10,138.1414395,-30.8215284,1971-08-26,Carpentaria Exploration Co Pty Ltd.,False,127.3,Mines & Energy SA,1999-07-15,False,0.0,24.38,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Sand,"Sand in top 4m, off white, some calcrete & dolomite gravel, then mainly clay, pale grey-grey, sandy with subangular to rounded quartz, gypsum at top.",reduced,grey,,
174927,T 10,138.1414395,-30.8215284,1971-08-26,Carpentaria Exploration Co Pty Ltd.,False,127.3,Mines & Energy SA,1999-07-15,False,24.38,64.92,E-rh,Hawker Group,Cambrian,False,False,False,Clay (Undiff. Origin),Dolomite Rock,"Clay, grey-brown-dark grey, occasional dolomite bands & fragments, common minor sandstone & sand below 52m.",mixed,dark; grey,,brown
174928,T 11,138.1401685,-30.8256484,1971-09-04,Carpentaria Exploration Co Pty Ltd.,False,127.3,Mines & Energy SA,1999-07-15,False,0.0,54.86,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,,"Dolomite, grey-cream-buff, minor gypsum & calcrete in top 6m, minor chert & quartz in few places.",mixed,grey,,buff
174929,T 12,138.1316155,-30.8215814,1971-09-07,Carpentaria Exploration Co Pty Ltd.,False,126.4,Mines & Energy SA,1999-07-15,False,0.0,68.58,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,,"Dolomite, mainly grey, rare purple, becoming leached cream-light grey towards bottom, commonly limonite stained on fractures, rare chert, rare pyrite towards bottom.",mixed,grey; pyrite,pyrite,limonite; purple
174930,T 13,138.1325955,-30.8237674,1971-09-23,Carpentaria Exploration Co Pty Ltd.,False,126.5,Mines & Energy SA,1999-07-15,False,0.0,68.58,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Sand,"Dolomite, sandy, grey-light grey-cream, commonly limonite stained, sandy in places & grading from 45m to light grey fine sand with sandy weathered dolomite & soft white clay, trace pyrite.",mixed,grey; pyrite,pyrite,limonite
174931,T 14,138.1329515,-30.8258494,1971-09-30,Carpentaria Exploration Co Pty Ltd.,False,126.7,Mines & Energy SA,1999-07-15,False,0.0,42.67,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Undiff. Origin),"Dolomite, green-grey-purple-yellow, commonly limonite stained, some grey & yellow clay, sand in few places,",mixed,green; grey,,limonite; purple
174967,CAMS W 1,138.7602754,-31.7777045,1968-09-19,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,0.0,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate, thin bedded, minor shale towards top, grey-dark grey, rare to abundant fine quartz veins, pyrite commonly to 3% in bands to 1cm wide, several sheared or faulted zones.",reduced,dark; grey; pyrite,pyrite,
174968,CAMS W 2,138.7604884,-31.7776185,1968-09-17,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,0.0,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate, thin bedded, some shale towards top, grey-dark grey-black, rare to abundant fine quartz veins, pyrite commonly to 2% in bands to 5mm wide, rare trace chalcopyrite.",reduced,black; chalcopyrite; dark; grey; pyrite,chalcopyrite; pyrite,
174969,CAMS W 3,138.7610224,-31.7773575,1968-09-24,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,0.0,1.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Talus,Soil & talus.,none,,,
174969,CAMS W 3,138.7610224,-31.7773575,1968-09-24,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,1.5,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate, thin bedded, minor shale towards top, grey-dark grey, common fine quartz veins, rare calcite veins, pyrite commonly to 2%, rare trace chalcopyrite, common thinly interbedded fine grained sandstone",reduced,chalcopyrite; dark; grey; pyrite,chalcopyrite; pyrite,
174970,CAMS W 4,138.7613464,-31.7770925,1968-09-26,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,0.0,1.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Talus,Soil & talus.,none,,,
174970,CAMS W 4,138.7613464,-31.7770925,1968-09-26,Cams Leases Pty Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,1.5,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate, thin bedded, minor shale towards top, grey-dark grey, commonly black & highly manganiferous above 35m, rare to abundant fine quartz veins, pyrite commonly to 2% in bands to 5mmm wide.",reduced,black; dark; grey; pyrite,pyrite,
174971,CAMS W 5,138.7614914,-31.7798005,1968-09-28,Cams Leases Pty Ltd.,False,232.4,Mines & Energy SA,1999-07-19,False,0.0,1.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Talus,Soil & talus.,none,,,
174971,CAMS W 5,138.7614914,-31.7798005,1968-09-28,Cams Leases Pty Ltd.,False,232.4,Mines & Energy SA,1999-07-19,False,1.5,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Shale,,"Shale, dark grey, slightly calcareous, thin bedded to massive, slightly manganiferous in places, minor quartz & calcite veins, scattered pyrite, to 2% in bands to 3mm wide.",reduced,dark; grey; pyrite,pyrite,
174972,CAMS W 6,138.7619204,-31.7795375,1968-09-12,Cams Leases Pty Ltd.,False,232.4,Mines & Energy SA,1999-07-19,False,0.0,1.5,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174972,CAMS W 6,138.7619204,-31.7795375,1968-09-12,Cams Leases Pty Ltd.,False,232.4,Mines & Energy SA,1999-07-19,False,1.5,76.2,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Shale,,"Shale, thinly bedded, chocolate-dark grey-black to 30m, then becoming black carbonaceous, laminated, minor quartz veins, pyrite to 2%, minor chlorite & graphite in veins & on bedding planes.",reduced,black; carbonaceous; dark; graphite; grey; pyrite,carbonaceous; graphite; pyrite,
174973,CAMS W 7,138.7622434,-31.7792725,1968-09-14,Cams Leases Pty Ltd.,False,232.4,Mines & Energy SA,1999-07-19,False,0.0,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate & shale, thin bedded, grey-dark grey, rare interbedded fine grained sandstone, few thin quartz veins, scattered pyrite to 2%.",reduced,dark; grey; pyrite,pyrite,
174974,CAMS W 8,138.7655864,-31.7807745,1968-10-07,Cams Leases Pty Ltd.,False,232.8,Mines & Energy SA,1999-07-19,False,0.0,4.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Talus,"Soil, talus. red/brown clay, marl.",oxidised,,,brown; red
174974,CAMS W 8,138.7655864,-31.7807745,1968-10-07,Cams Leases Pty Ltd.,False,232.8,Mines & Energy SA,1999-07-19,False,4.5,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,,"Slate, thin bedded, dark grey, trace pyrite, slightly manganiferous below 68m.",reduced,dark; grey; pyrite,pyrite,
174975,CAMS W 9,138.7650474,-31.7812155,1968-10-02,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,0.0,5.18,H---a---01,Holocene alluvial/fluvial unit 1,post-Cambrian cover,False,False,False,Gravel,Sand,"River gravel & sand, unconsolidated.",none,,,
174975,CAMS W 9,138.7650474,-31.7812155,1968-10-02,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,5.18,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate, grey-dark grey-black, thin bedded, manganiferous, few thin quartz veins, scattered pyrite, to 1%, in veins & bands to 5mm thick.",reduced,black; dark; grey; pyrite,pyrite,
174976,CAMS W 10,138.7647244,-31.7814805,1968-10-01,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Talus,Soil & talus with river gravels.,none,,,
174976,CAMS W 10,138.7647244,-31.7814805,1968-10-01,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,3.0,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,Shale,"Slate & shale, bedded to laminated, grey-dark grey, slightly manganiferous in part, rarely graphitic, few quartz & carbonate veins, common pyrite to 5% in bands to 5mm thick.",reduced,dark; graphitic; grey; pyrite,graphitic; pyrite,
174977,CAMS W 11,138.7642914,-31.7819245,1968-10-04,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,0.0,1.2,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Talus,Soil & talus.,none,,,
174977,CAMS W 11,138.7642914,-31.7819245,1968-10-04,Cams Leases Pty Ltd.,False,232.7,Mines & Energy SA,1999-07-19,False,1.2,91.44,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Slate,,"Slate, thin bedded, grey, few quartz veins, common trace pyrite.",reduced,grey; pyrite,pyrite,
174978,GCL 12,138.7610184,-31.7775375,1971-12-31,Gold Copper Exploration Ltd.,False,232.2,Mines & Energy SA,1999-07-19,False,0.0,60.96,N-huntt,Tindelpina Shale Member,Adelaidean,False,False,False,Shale,,No geological log. Tindelpina Shale Member inferred from adjacent drillholes.,none,,,
174979,GCL 58,138.6516834,-31.8717055,1972-01-01,Gold Copper Exploration Ltd.,False,231.3,Mines & Energy SA,1999-07-19,False,0.0,59.44,N-xc,Callanna Group,Adelaidean,False,False,False,Limestone,,"Limestone, buff-pink, and ?carbonate rock with large crystals of calcite.",oxidised,,,buff
