reading,DRILLHOLE_NO,basement_top_m,basement_unit,contact_cover_unit,contact_cover_from_m,contact_cover_to_m,contact_facies_class,contact_reduced_words,contact_oxidised_words,contact_description,contact_logging_date,contact_logged_before_t0,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,LITHO_LOG,in_regional_window,dist_od_km
pandurra_as_basement,132078,31.69,Mulgathing Complex,Algebuckina Sandstone,10.21,31.69,none,,,Rounded to angular qtz. conglomerate sdst over silty clay,1993-07-01,False,MCP 1,134.4446961,-29.2230583,1972-04-27,South Australia. Department of Mines and Energy.,N,False,271.7
pandurra_as_basement,133881,42.67,Lincoln Complex,Tertiary-Pleistocene rocks,0.0,42.67,none,,,"Sand, ?clay; calcrete (travertine) top 20'",1993-09-14,False,CR 1,134.676298,-32.7304103,1960-02-26,South Australia. Department of Mines and Energy.,N,False,329.6
pandurra_as_basement,133882,75.9,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,67.74,75.9,none,,,"Weath basement: clay, occasional rock fragments",1993-09-14,False,CR - DEPT OF MINES 2,134.661142,-32.7303683,1960-02-17,South Australia. Department of Mines and Energy.,N,False,330.5
pandurra_as_basement,133883,86.79,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,76.2,86.79,none,,,"Weath basement: clay, rock fragments",1993-09-14,False,CR 3,134.654737,-32.7306243,1960-02-02,South Australia. Department of Mines and Energy.,N,False,330.9
pandurra_as_basement,133885,117.35,St Peter Suite,Pidinga Formation,67.06,117.35,none,,,"Sand, clay, silt, carb material incl lignite & wood, py/marc",1993-07-21,False,STREAKY R 1A,134.617798,-32.7084153,1972-10-06,Endeavour Oil Co NL.,Y,False,331.3
pandurra_as_basement,133940,59.44,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,51.82,59.44,none,,,Weath basement,1993-05-27,False,DME IR MINNIPA 1,135.0003149,-32.9408273,1955-05-08,South Australia. Department of Mines and Energy.,N,False,330.3
pandurra_as_basement,133941,64.97,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,57.91,64.97,none,,,"Weath basement: structureless clay, qtz",1993-07-27,False,DME IR 2,135.0009559,-32.9363193,1959-05-20,South Australia. Department of Mines and Energy.,Y,False,329.9
pandurra_as_basement,133942,44.2,Palaeoproterozoic unit 9,Tertiary-Pleistocene rocks,0.0,44.2,none,,,"Sand, clay",1993-07-27,False,DME IR 6,134.9928259,-32.9381223,1959-07-09,South Australia. Department of Mines and Energy.,N,False,330.5
pandurra_as_basement,133943,74.98,Hiltaba Suite,no sample,73.15,74.98,none,,,No sample,1993-07-27,False,DME IR 4,134.9746369,-32.9480413,1959-05-27,South Australia. Department of Mines and Energy.,Y,False,332.3
pandurra_as_basement,133944,57.91,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,54.86,57.91,none,,,"Weath basement: sand, clay, occasional basement fragments",1993-07-27,False,DME IR 3,135.0012759,-32.9336113,1960-05-26,South Australia. Department of Mines and Energy.,N,False,329.6
pandurra_as_basement,134099,37.5,Mulgathing Complex,Cadna-owie Formation,2.5,37.5,none,,,Fine gr. rounded sandstone with ang.-rounded pebbles,1993-07-26,False,A 169,134.4732711,-29.2682993,1972-03-27,South Australia. Department of Mines and Energy.,N,False,266.8
pandurra_as_basement,134158,25.6,Mulgathing Complex,Jurassic-Cretaceous unit 1,10.06,25.6,none,,,"Conglomerate sandstone, rounded - subangular, minor feldspar",1993-07-14,False,CPB 7,134.4477691,-29.2257773,1971-01-01,South Australia. Department of Mines and Energy.,N,False,271.3
pandurra_as_basement,134293,4.0,Yardea Dacite,Quaternary rocks,0.0,4.0,oxidised,,red,"Red-bn qtz sand, basal grit",1993-07-30,False,G 1,136.2925448,-31.7826994,1904-10-23,PNC Exploration (Australia) Pty Ltd.,N,False,159.6
pandurra_as_basement,134339,0.0,Lake Harris Komatiite,,,,no cover interval logged,,,,,,LAKE HARRIS AUGER HOLE 1,135.1428109,-31.0281183,1970-12-31,Kennecott Exploration (Australia) Ltd.,N,False,179.0
pandurra_as_basement,135902,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 4A,134.962346,-30.9225283,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.7
pandurra_as_basement,135903,7.6,Mulgathing Complex,Quaternary rocks,0.0,7.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 1A,134.958315,-30.9254233,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,192.1
pandurra_as_basement,135904,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 9A,134.958347,-30.9243403,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,192.1
pandurra_as_basement,135905,3.0,Mulgathing Complex,Quaternary rocks,0.0,3.0,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 6A,134.963236,-30.9207693,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.5
pandurra_as_basement,136435,0.0,Glenloth Granite,,,,no cover interval logged,,,,,,MT. MITCHELL 1,135.108289,-31.0786793,1966-01-01,Australian Development Ltd.,N,False,184.2
pandurra_as_basement,136436,0.0,Glenloth Granite,,,,no cover interval logged,,,,,,MT. MITCHELL 2,135.108531,-31.0785903,1966-01-01,Australian Development Ltd.,N,False,184.1
pandurra_as_basement,136437,0.0,Glenloth Granite,,,,no cover interval logged,,,,,,MT. MITCHELL 3,135.108248,-31.0787793,1966-01-01,Australian Development Ltd.,N,False,184.2
pandurra_as_basement,136438,0.0,Glenloth Granite,,,,no cover interval logged,,,,,,MT. MITCHELL 4,135.107639,-31.0788243,1966-01-01,Australian Development Ltd.,N,False,184.2
pandurra_as_basement,139438,82.0,Pandurra Formation,Tapley Hill Formation,12.0,82.0,reduced,graphitic,,Graphitic shale and mica shale with dolomite,1994-01-06,False,PUB 6,137.5095505,-32.7044724,1975-03-07,Australian Selection Pty Ltd.,N,False,258.5
pandurra_as_basement,139561,38.0,Pandurra Formation,Woocalla Dolomite Member,16.0,38.0,reduced,black,,Partly sandy clay with thin black shale at base,1993-12-20,False,MF 1,136.5814847,-31.7266644,1973-06-19,Pacminex Pty Ltd.,N,False,145.9
pandurra_as_basement,139671,90.98,Pandurra Formation,Tapley Hill Formation,70.1,90.98,none,,,Partly balck and dolomitic shale with dolomite bands and sandy near top,1993-12-24,False,LD 1,137.1013426,-31.6485234,1971-03-27,Noranda Australia Ltd.,N,False,135.8
pandurra_as_basement,139672,183.46,Pandurra Formation,Tapley Hill Formation,42.67,183.46,reduced,black,,"Partly sandy, black and dolomitic shale, dolomite bands",1993-12-24,False,LD 2,137.1513456,-31.7318594,1971-05-05,Noranda Australia Ltd.,N,False,145.7
pandurra_as_basement,139673,191.72,Pandurra Formation,Tapley Hill Formation,98.79,191.72,reduced,black,,Partly dolomitic and black shale with dolomite bands,1993-12-24,False,LD 3,137.0513506,-31.7651944,1971-05-24,Noranda Australia Ltd.,N,False,148.1
pandurra_as_basement,139674,135.27,Pandurra Formation,Tapley Hill Formation,42.67,135.27,reduced,black,,Partly black and dolomitic shale with dolomite,1993-12-24,False,LD 4,136.9680097,-31.7985284,1971-06-02,Noranda Australia Ltd.,N,False,151.1
pandurra_as_basement,139675,82.6,Pandurra Formation,Tapley Hill Formation,60.96,82.6,reduced,black,,Dolomitic and black shale,1993-12-24,False,LD 5,137.1346776,-31.8318574,1971-06-01,Noranda Australia Ltd.,N,False,156.4
pandurra_as_basement,139676,66.05,Pandurra Formation,Tapley Hill Formation,27.43,66.05,reduced,black,,Dolomitic and black shale,1993-12-24,False,LD 6,137.2513456,-31.7985224,1971-06-01,Noranda Australia Ltd.,N,False,154.9
pandurra_as_basement,139677,36.58,Pandurra Formation,Whyalla Sandstone,6.1,36.58,none,,,,1993-12-24,False,LD 7,137.1013436,-31.9651944,1971-06-01,Noranda Australia Ltd.,N,False,170.7
pandurra_as_basement,139768,71.0,Pandurra Formation,Woocalla Dolomite Member,29.0,71.0,reduced,black,,Clay over black shale with basal dolomite,1993-12-20,False,MF 2,136.6396127,-31.7313454,1973-06-21,Pacminex Pty Ltd.,N,False,145.4
pandurra_as_basement,139770,89.0,Pandurra Formation,Woocalla Dolomite Member,20.0,89.0,reduced,black; grey,,Grey clay over black shale,1993-12-20,False,MF 4,136.6583447,-31.6571334,1973-06-22,Pacminex Pty Ltd.,N,False,137.0
pandurra_as_basement,139771,92.0,Pandurra Formation,Woocalla Dolomite Member,7.0,92.0,reduced,black,,Clay over black shale,1993-12-20,False,MF 5,136.7366727,-31.7291554,1973-06-23,Pacminex Pty Ltd.,N,False,143.9
pandurra_as_basement,139778,52.0,Pandurra Formation,Woocalla Dolomite Member,15.0,52.0,reduced,black,,Calcareous clay over laminated dolomite-black shale,1993-12-20,False,MF 12,136.9767647,-31.9024424,1974-09-20,Pacminex Pty Ltd.,N,False,162.7
pandurra_as_basement,139809,17.0,Pandurra Formation,Woocalla Dolomite Member,15.0,17.0,none,,,Dolomite with clay fallback,1994-01-13,False,M 15,137.4263206,-32.1119924,1972-06-23,Pacminex Pty Ltd.,N,False,192.7
pandurra_as_basement,139883,23.77,Pandurra Formation,Woocalla Dolomite Member,21.03,23.77,mixed,black,brown,Brown and black clay,1993-12-20,False,WP 5,136.9944336,-31.9373424,1968-10-10,Noranda Australia Ltd.,N,False,166.7
pandurra_as_basement,139884,26.21,Pandurra Formation,Tapley Hill Formation,14.63,26.21,mixed,black; sulphides,buff,Buff and black clay with sulphides at base,1993-12-20,False,WP 6,136.9905536,-31.9536394,1968-10-11,Noranda Australia Ltd.,N,False,168.5
pandurra_as_basement,139885,22.56,Pandurra Formation,Tapley Hill Formation,19.2,22.56,reduced,black,,Sandy khaki clay over black clay,1993-12-20,False,WP 7,136.9967806,-31.9481314,1968-10-12,Noranda Australia Ltd.,N,False,167.9
pandurra_as_basement,139886,24.38,Pandurra Formation,Tapley Hill Formation,10.67,24.38,reduced,black; sulphides,,Black clay with shale fragments and sulphides,1993-12-20,False,WP 8,137.0072976,-31.9452594,1968-10-14,Noranda Australia Ltd.,N,False,167.7
pandurra_as_basement,139887,7.62,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,7.62,oxidised,,buff,"White and buff clay, sandy at top",1993-12-20,False,WP 9,137.0114286,-31.9406844,1968-10-14,Noranda Australia Ltd.,N,False,167.2
pandurra_as_basement,139888,44.2,Pandurra Formation,Tapley Hill Formation,9.14,44.2,reduced,black; galena; pyrite,,"Black clay and (partly dolomitic?) shale, galena and pyrite",1993-12-20,False,WP 10,137.0198476,-31.9387454,1968-10-15,Noranda Australia Ltd.,N,False,167.0
pandurra_as_basement,139889,28.96,Pandurra Formation,Tapley Hill Formation,6.1,28.96,reduced,black; galena; grey; pyrite,,"Grey and white clay over black clay, shale and dolomite with galena and pyrite",1993-12-20,False,WP 11,137.0292646,-31.9340864,1968-10-16,Noranda Australia Ltd.,N,False,166.6
pandurra_as_basement,139891,30.48,Pandurra Formation,Tapley Hill Formation,13.72,30.48,reduced,black; sulphides,,"Black clay, partly dolomitic shale, sulphides",1993-12-20,False,WP 13,137.0439856,-31.9302424,1968-10-17,Noranda Australia Ltd.,N,False,166.3
pandurra_as_basement,139893,25.91,Pandurra Formation,Tapley Hill Formation,6.1,25.91,mixed,black; galena; grey; pyrite,limonite,"Grey and black clay with pyrite, galena limonite and talc",1993-12-20,False,WP 15,137.0019506,-31.9426364,1968-12-02,Noranda Australia Ltd.,N,False,167.3
pandurra_as_basement,139894,24.38,Pandurra Formation,Tapley Hill Formation,8.84,24.38,reduced,galena; grey,,Grey clay with galena and some sand,1993-12-20,False,WP 16,137.0073556,-31.9479644,1968-12-03,Noranda Australia Ltd.,N,False,168.0
pandurra_as_basement,139895,42.18,Pandurra Formation,Tapley Hill Formation,22.86,42.18,reduced,black; grey; sulphides,,Grey and black clay and shale with sulphides,1993-12-20,False,WP 17,137.0032256,-31.9525364,1968-12-05,Noranda Australia Ltd.,N,False,168.4
pandurra_as_basement,139896,19.2,Pandurra Formation,Whyalla Sandstone,1.52,19.2,none,,,"Sandstone, fine gr. at top, clayey towards base",1993-12-20,False,WP 18,137.0117036,-31.9533064,1968-12-06,Noranda Australia Ltd.,N,False,168.6
pandurra_as_basement,139898,41.15,Pandurra Formation,Tapley Hill Formation,26.52,41.15,reduced,black; grey; sulphides,,Grey and black shale with sulphides,1993-12-20,False,WP 20,137.0189286,-31.9450724,1968-12-07,Noranda Australia Ltd.,N,False,167.7
pandurra_as_basement,139899,22.86,Pandurra Formation,Tapley Hill Formation,21.03,22.86,reduced,grey,,Dk. grey shale,1993-12-20,False,WP 21,137.0284666,-31.9458224,1968-12-07,Noranda Australia Ltd.,N,False,167.9
pandurra_as_basement,139900,27.43,Pandurra Formation,Tapley Hill Formation,17.37,27.43,mixed,black; grey,buff,Buff/grey/black clay and shale,1993-12-20,False,WP 22,137.0283286,-31.9395114,1968-12-07,Noranda Australia Ltd.,N,False,167.2
pandurra_as_basement,139902,28.96,Pandurra Formation,Tapley Hill Formation,7.92,28.96,reduced,grey,,Varicoloured clay over grey shale,1993-12-20,False,WP 24,137.0269526,-31.9251034,1968-12-10,Noranda Australia Ltd.,N,False,165.6
pandurra_as_basement,139903,59.13,Pandurra Formation,Tapley Hill Formation,26.52,59.13,reduced,black; grey,,Grey to black shale and clay,1993-12-20,False,WP 25,137.0590106,-31.9399204,1968-12-11,Noranda Australia Ltd.,N,False,167.5
pandurra_as_basement,139904,56.39,Pandurra Formation,Tapley Hill Formation,36.27,56.39,reduced,black; grey,,Sandy shale over grey to black shale and clay,1993-12-20,False,WP 26,137.0653326,-31.9389164,1968-12-12,Noranda Australia Ltd.,N,False,167.4
pandurra_as_basement,140216,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,BHP DDH 18,137.1409516,-32.7338004,1953-12-12,Broken Hill Pty Co Ltd.,N,False,256.1
pandurra_as_basement,140217,0.0,Myola Volcanics,,,,no cover interval logged,,,,,,BHP DDH 29,137.1467386,-32.7454704,1956-12-12,Broken Hill Pty Co Ltd.,N,False,257.4
pandurra_as_basement,140218,15.0,Archaean rocks,Quaternary rocks,0.0,15.0,none,,,,1993-11-22,False,BHP JD 3A,137.1271386,-32.7487174,1961-04-01,Broken Hill Pty Co Ltd.,N,False,257.6
pandurra_as_basement,140219,14.0,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,14.0,none,,,,1993-11-22,False,BHP JD 4,137.1234856,-32.7477874,1961-05-01,Broken Hill Pty Co Ltd.,N,False,257.5
pandurra_as_basement,140220,2.0,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,2.0,none,,,,1993-11-11,False,BHP JD 5,137.1177076,-32.7466314,1961-05-01,Broken Hill Pty Co Ltd.,N,False,257.3
pandurra_as_basement,140221,2.0,Archaean rocks,Quaternary rocks,0.0,2.0,none,,,,1993-11-11,False,BHP JD 6,137.1193826,-32.7412734,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.7
pandurra_as_basement,140222,1.7,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,1.7,none,,,,1993-11-11,False,BHP JD 7,137.1140246,-32.7398504,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.5
pandurra_as_basement,140223,4.0,Archaean rocks,Quaternary rocks,0.0,4.0,none,,,,1993-11-11,False,BHP JD 8,137.1179796,-32.7369704,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.2
pandurra_as_basement,140224,4.9,Archaean rocks,Quaternary rocks,0.0,4.9,none,,,,1993-11-11,False,BHP JD 9,137.1217136,-32.7369344,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.3
pandurra_as_basement,140225,6.0,Archaean rocks,Quaternary rocks,0.0,6.0,none,,,,1993-11-11,False,BHP JD 10,137.1207386,-32.7331704,1961-05-01,Broken Hill Pty Co Ltd.,N,False,255.8
pandurra_as_basement,140226,7.6,Archaean rocks,Quaternary rocks,0.0,7.6,none,,,,1993-11-11,False,BHP JD 11,137.1228136,-32.7305924,1961-05-01,Broken Hill Pty Co Ltd.,N,False,255.6
pandurra_as_basement,140227,17.4,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,17.4,none,,,,1993-11-11,False,BHP JD 12,137.1286356,-32.7318644,1961-05-01,Broken Hill Pty Co Ltd.,N,False,255.8
pandurra_as_basement,140228,15.5,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,15.5,none,,,,1993-11-11,False,BHP JD 13,137.1290826,-32.7367894,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.3
pandurra_as_basement,140229,13.7,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,13.7,none,,,,1993-11-11,False,BHP JD 14,137.1255326,-32.7369034,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.3
pandurra_as_basement,140230,11.9,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,11.9,none,,,,1993-11-11,False,BHP JD 15,137.1248856,-32.7392594,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.5
pandurra_as_basement,140231,17.4,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,17.4,none,,,,1993-11-11,False,BHP JD 16,137.1285296,-32.7395594,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.6
pandurra_as_basement,140232,16.8,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,16.8,none,,,,1993-11-11,False,BHP JD 17,137.1294716,-32.7396874,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.6
pandurra_as_basement,140233,18.3,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,18.3,none,,,,1993-11-11,False,BHP JD 18,137.1304796,-32.7398314,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.7
pandurra_as_basement,140234,22.3,Gawler Range Volcanics,Quaternary rocks,0.0,22.3,none,,,,1993-11-11,False,BHP JD 19,137.1315156,-32.7398954,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.7
pandurra_as_basement,140235,24.1,Gawler Range Volcanics,Quaternary rocks,0.0,24.1,none,,,,1993-11-11,False,BHP JD 20,137.1323826,-32.7400094,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.7
pandurra_as_basement,140236,21.3,Middleback Subgroup,Quaternary rocks,0.0,21.3,none,,,,1993-11-11,False,BHP JD 21,137.1334046,-32.7399284,1961-05-01,Broken Hill Pty Co Ltd.,N,False,256.7
pandurra_as_basement,140240,6.0,Archaean rocks,Quaternary rocks,0.0,6.0,none,,,,1993-11-22,False,BHP KAT 5,137.1082896,-32.7929814,1973-05-05,Broken Hill Pty Co Ltd.,N,False,262.4
pandurra_as_basement,140241,12.0,Archaean rocks,Quaternary rocks,0.0,12.0,none,,,,1993-11-22,False,BHP KAT 6,137.1014896,-32.7830594,1973-05-05,Broken Hill Pty Co Ltd.,N,False,261.2
pandurra_as_basement,140257,23.0,Broadview Schist,Quaternary rocks,0.0,23.0,none,,,wh cly f snd / crs snd,1993-11-22,False,BHP MH 1,137.3612635,-32.9498244,1970-12-12,Broken Hill Pty Co Ltd.,N,False,282.6
pandurra_as_basement,140258,16.0,Broadview Schist,Quaternary rocks,0.0,16.0,none,,,,1993-11-22,False,BHP MH 2,137.3711195,-32.9685024,1973-12-12,Broken Hill Pty Co Ltd.,N,False,284.8
pandurra_as_basement,140261,82.0,Broadview Schist,Quaternary rocks,0.0,82.0,none,,,wh clayey f sand / crs sand c pbls cherty qtz,1993-11-22,False,BHP MH 5,137.3528695,-32.9684694,1973-12-12,Broken Hill Pty Co Ltd.,N,False,284.5
pandurra_as_basement,140268,1.8,Roopena Basalt,Quaternary rocks,0.0,1.8,none,,,,1993-12-24,False,BHP RP 1,137.3918486,-32.7308224,1969-12-12,Broken Hill Pty Co Ltd.,N,False,259.1
pandurra_as_basement,140269,1.5,Roopena Basalt,Quaternary rocks,0.0,1.5,none,,,,1993-12-24,False,BHP RP 2,137.3671986,-32.7306594,1969-12-12,Broken Hill Pty Co Ltd.,N,False,258.6
pandurra_as_basement,140270,1.5,Fresh Well Formation unit 2,Quaternary rocks,0.0,1.5,none,,,,1993-11-11,False,BHP RP 3,137.3510466,-32.7330374,1969-12-12,Broken Hill Pty Co Ltd.,N,False,258.6
pandurra_as_basement,140271,1.0,Fresh Well Formation unit 2,Quaternary rocks,0.0,1.0,none,,,,1993-12-24,False,BHP RP 4,137.3731546,-32.7379424,1969-12-12,Broken Hill Pty Co Ltd.,N,False,259.5
pandurra_as_basement,140272,0.0,Fresh Well Formation,,,,no cover interval logged,,,,,,BHP RP 5,137.3611796,-32.7410534,1969-12-12,Broken Hill Pty Co Ltd.,N,False,259.7
pandurra_as_basement,140273,4.6,Fresh Well Formation,Quaternary rocks,0.0,4.6,none,,,,1993-12-24,False,BHP RP 6,137.3892126,-32.7360144,1969-12-12,Broken Hill Pty Co Ltd.,N,False,259.6
pandurra_as_basement,140278,24.0,Cooyerdoo Granite,Gairdner Dolerite,17.0,24.0,none,,,,1993-11-22,False,DME PH 30,137.1284416,-32.8030484,1969-12-12,South Australia. Department of Mines and Energy.,N,False,263.6
pandurra_as_basement,140298,7.5,Gawler Range Volcanics,Quaternary rocks,0.0,7.5,none,,,"Laterite, silcrete & clay; soil to 3m",1993-12-11,False,PACMINEX EX 40,137.3688546,-32.5103274,1973-10-02,Mount Gunson Mines Pty Ltd.,N,False,234.6
pandurra_as_basement,140300,52.7,Pandurra Formation,Backy Point Formation,42.0,52.7,reduced,pyrite,,"Unconsolidated polymict conglomerate, pyrite coatings on some clasts",1993-11-11,False,PACMINEX EX 42,137.4228616,-32.4963134,1973-11-04,Mount Gunson Mines Pty Ltd.,N,False,234.1
pandurra_as_basement,140302,70.0,Gawler Range Volcanics,Backy Point Formation,40.0,70.0,mixed,green,purple,Purple-green calcareous sandstone with abundant volcanic clasts in places; shale 65.5-70m,1995-02-20,False,PACMINEX EX 46,137.3630806,-32.5661644,1973-11-09,Mount Gunson Mines Pty Ltd.,N,False,240.6
pandurra_as_basement,140306,33.5,Pandurra Formation,Tapley Hill Formation,3.0,33.5,reduced,grey,,Grey calcareous laminated shale; upper part weathered to clay,1993-11-11,False,PACMINEX EX 50,137.4640305,-32.6360944,1973-11-11,Mount Gunson Mines Pty Ltd.,N,False,250.1
pandurra_as_basement,140307,12.0,Pandurra Formation,Backy Point Formation,6.0,12.0,none,,,Quartz pebble conglomerate,1993-11-11,False,PACMINEX EX 51,137.4583495,-32.6387304,1973-11-11,Mount Gunson Mines Pty Ltd.,N,False,250.3
pandurra_as_basement,140310,84.0,Pandurra Formation,Tapley Hill Formation,6.0,84.0,reduced,carbonaceous; grey; pyrite,,"Grey calcareous shale, carbonaceous near base; dolomite with trace pyrite 40.2-42.7m; top of interval weathered to clay",1993-11-11,False,PACMINEX EX 54,137.4972495,-32.6541054,1973-11-13,Mount Gunson Mines Pty Ltd.,N,False,252.8
pandurra_as_basement,140311,7.0,Pandurra Formation,Quaternary rocks,0.0,7.0,none,,,Silcrete below soil & calcrete,1993-11-11,False,PACMINEX EX 55,137.4298606,-32.6415414,1973-11-13,Mount Gunson Mines Pty Ltd.,N,False,250.0
pandurra_as_basement,140312,43.0,Pandurra Formation,Backy Point Formation,37.0,43.0,reduced,grey,,Rounded quartzite pebbles in grey sandstone/quartzite matrix,1993-11-11,False,PACMINEX EX 56,137.3966196,-32.6379424,1973-11-13,Mount Gunson Mines Pty Ltd.,N,False,249.0
pandurra_as_basement,140313,6.0,Pandurra Formation,Quaternary rocks,0.0,6.0,none,,,Soil above silcrete,1993-11-11,False,PACMINEX EX 57,137.3751426,-32.6438504,1973-11-14,Mount Gunson Mines Pty Ltd.,N,False,249.3
pandurra_as_basement,140314,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,Soil,1993-11-11,False,PACMINEX EX 58,137.4187476,-32.6957704,1973-11-14,Mount Gunson Mines Pty Ltd.,N,False,255.7
pandurra_as_basement,140315,22.0,Pandurra Formation,Backy Point Formation,12.0,22.0,reduced,green,,Green-yellow lithic sandstone & siltstone,1993-11-11,False,PACMINEX EX 59,137.4532255,-32.6969944,1973-11-15,Mount Gunson Mines Pty Ltd.,N,False,256.5
pandurra_as_basement,140316,9.0,Pandurra Formation,Quaternary rocks,0.0,9.0,none,,,"Sand & gravel to 6m, then silcrete",1993-11-11,False,PACMINEX EX 60,137.4794025,-32.6871914,1973-11-15,Mount Gunson Mines Pty Ltd.,N,False,256.0
pandurra_as_basement,140318,6.0,Pandurra Formation,Quaternary rocks,0.0,6.0,none,,,Soil above gravel & clay,1993-11-11,False,PACMINEX EX 65,137.4912555,-32.8753254,1974-03-08,Mount Gunson Mines Pty Ltd.,N,False,276.7
pandurra_as_basement,140319,13.5,Pandurra Formation,Quaternary rocks,0.0,13.5,none,,,"Gravel, sand, clay, alluvium",1993-12-10,False,PACMINEX EX 69,137.4807685,-32.7864444,1974-03-11,Mount Gunson Mines Pty Ltd.,N,False,266.8
pandurra_as_basement,140320,30.0,Pandurra Formation,Backy Point Formation,15.0,30.0,none,,,Well rounded pebbles to 2cm of quartzite in sand matrix; minor sandstone,1993-12-10,False,PACMINEX EX 70,137.4953595,-32.7393554,1974-03-11,Mount Gunson Mines Pty Ltd.,N,False,262.0
pandurra_as_basement,140321,6.0,Pandurra Formation,Quaternary rocks,0.0,6.0,oxidised,,red,Gravel & red clay below soil,1993-12-10,False,PACMINEX EX 71,137.4988535,-32.7231444,1974-03-11,Mount Gunson Mines Pty Ltd.,N,False,260.3
pandurra_as_basement,140322,6.0,Pandurra Formation,Whyalla Sandstone,3.0,6.0,reduced,green,,Well rounded quartz and lithic grains in green matrix,1993-12-10,False,PACMINEX EX 72,137.4910365,-32.7221274,1974-03-12,Mount Gunson Mines Pty Ltd.,N,False,260.0
pandurra_as_basement,140323,20.5,Pandurra Formation,Whyalla Sandstone,6.0,20.5,reduced,green,,"Clayey sandstone, well rounded quartz and pink lithic grains in a white to green clay matrix",1993-12-10,False,PACMINEX EX 73,137.4957225,-32.7179774,1974-03-12,Mount Gunson Mines Pty Ltd.,N,False,259.7
pandurra_as_basement,140324,34.0,Pandurra Formation,Tapley Hill Formation,32.0,34.0,reduced,black; chalcopyrite; grey; pyrite,,Black shale & grey dolomite; trace pyrite & chalcopyrite,1993-12-10,False,PACMINEX EX 74,137.4953695,-32.7130244,1974-03-12,Mount Gunson Mines Pty Ltd.,N,False,259.1
pandurra_as_basement,140327,17.0,Pandurra Formation,Backy Point Formation,13.0,17.0,none,,,"Polymict conglomerate, clayey sand matrix",1993-12-10,False,PACMINEX EX 77,137.4815465,-32.6991414,1974-03-13,Mount Gunson Mines Pty Ltd.,N,False,257.3
pandurra_as_basement,140328,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,"Sand, soil, gravel",1993-12-10,False,PACMINEX EX 78,137.4663975,-32.7066554,1974-03-13,Mount Gunson Mines Pty Ltd.,N,False,257.8
pandurra_as_basement,140329,45.0,Pandurra Formation,Backy Point Formation,12.5,45.0,none,,,"Gravel, clasts of varying composition, in clayey sand matrix",1993-12-10,False,PACMINEX EX 79,137.4543975,-32.6910634,1974-03-13,Mount Gunson Mines Pty Ltd.,N,False,255.9
pandurra_as_basement,140332,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,"Soil, clay, gravel, gypsum",1993-12-10,False,PACMINEX EX 82,137.4198006,-32.6755504,1974-03-16,Mount Gunson Mines Pty Ltd.,N,False,253.5
